title,release_year,pages,author,genre,description,thumbnail
Star by Star,2002,605,Troy Denning,Life on other planets,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_559.jpg
Fury,2002,272,Salman Rushdie,Anger,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_560.jpg
Yeats is Dead!,2002,298,Joseph O'Connor,Comedy,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_561.jpg
Choke,2002,293,Chuck Palahniuk,Alzheimer's disease,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_562.jpg
The Dying Animal,2002,156,Philip Roth,College teachers,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_563.jpg
Illusions,2001,144,Richard Bach,Adventure stories,A gripping tale of suspense and intrigue.,https://example.com/covers/book_564.jpg
In the Pond,2002,160,Ha Jin,China,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_565.jpg
How to Travel with a Salmon and Other Essays,2001,229,Umberto Eco,Essays,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_566.jpg
The Trial,2001,255,Franz Kafka,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_567.jpg
Turtle Moon,2002,275,Alice Hoffman,Mothers and sons,A gripping tale of suspense and intrigue.,https://example.com/covers/book_568.jpg
Atonement,2002,372,Ian McEwan,Atonement,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_569.jpg
A Birthday for Frances,1968,32,Russell Hoban,Badgers,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_570.jpg
The Gangs of New York,2002,384,Herbert Asbury,Gangs,A gripping tale of suspense and intrigue.,https://example.com/covers/book_571.jpg
The Whore's Child and Other Stories,2003,240,Richard Russo,Human behavior,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_572.jpg
In Watermelon Sugar,2002,144,Richard Brautigan,Social action,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_573.jpg
Blackwood Farm,2003,774,Anne Rice,Horror,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_574.jpg
The Carpenter's Pencil,2003,165,Manuel Rivas,Galicia (Spain : Region),A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_575.jpg
Sputnik Sweetheart,2002,229,Haruki Murakami,Businesswomen,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_576.jpg
"South of the Border, West of the Sun",2003,190,Haruki Murakami,Domestic fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_577.jpg
The Elephant Vanishes,2003,327,Haruki Murakami,Japan,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_578.jpg
Dance Dance Dance,2003,393,Haruki Murakami,Crime investigation,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_579.jpg
The Rings of Saturn,2002,304,Winfried Georg Sebald,Authors,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_580.jpg
Elephant,2003,124,Raymond Carver,Short stories,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_581.jpg
"Will You Please be Quiet, Please",2003,181,Raymond Carver,Short stories,A gripping tale of suspense and intrigue.,https://example.com/covers/book_582.jpg
The Time of Our Singing,2004,631,Richard Powers,African Americans,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_583.jpg
The Spook's Apprentice,2005,325,Joseph Delaney,Exorcism,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_584.jpg
Human Traces,2006,793,Sebastian Faulks,Europe,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_585.jpg
Blood Canticle,2004,400,Anne Rice,Horror tales,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_586.jpg
Underground,2003,309,Haruki Murakami,Cults,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_587.jpg
Open House,2003,314,Elizabeth Berg,Divorced women,A gripping tale of suspense and intrigue.,https://example.com/covers/book_588.jpg
Like a Charm,2004,384,Karin Slaughter,Bracelets,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_589.jpg
Bleachers,2004,229,John Grisham,Death,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_590.jpg
Earthly Powers,2004,649,Anthony Burgess,Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_591.jpg
The Mummy,2004,480,Anne Rice,Egyptologists,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_592.jpg
Lasher,2004,883,Anne Rice,Demonology,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_593.jpg
Survivor's Quest,2005,480,Timothy Zahn,Life on other planets,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_594.jpg
Women Who Love Too Much,2004,314,Robin Norwood,Alcoholics,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_595.jpg
The Talisman Ring,2005,268,Georgette Heyer,Great Britain,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_596.jpg
The Convenient Marriage,2005,272,Georgette Heyer,Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_597.jpg
Lady of Quality,2005,267,Georgette Heyer,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_598.jpg
A Very Long Engagement,2004,320,Sébastien Japrisot,Feature films [DVD],A gripping tale of suspense and intrigue.,https://example.com/covers/book_599.jpg
False Colours,2005,303,Georgette Heyer,Brothers,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_600.jpg
Sprig Muslin,2005,268,Georgette Heyer,England,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_601.jpg
Catch-22,1994,519,Joseph Heller,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_602.jpg
The Quiet American,2004,180,Graham Greene,Americans,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_603.jpg
The Heart of the Matter,2004,272,Graham Greene,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_604.jpg
The End of the Affair,2004,160,Graham Greene,Adultery,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_605.jpg
Enduring Love,2004,245,Ian McEwan,Accidents,A gripping tale of suspense and intrigue.,https://example.com/covers/book_606.jpg
For Whom the Bell Tolls,2005,490,Ernest Hemingway,Americans,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_607.jpg
Skipping Christmas,2004,198,John Grisham,Christmas,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_608.jpg
All Quiet on the Western Front,2005,216,Erich Maria Remarque,World War,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_609.jpg
Watermelon,2005,520,Marian Keyes,Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_610.jpg
The Invisible Writing,2005,528,Arthur Koestler,Authors,A gripping tale of suspense and intrigue.,https://example.com/covers/book_611.jpg
Dublin 4,2006,256,Maeve Binchy,Domestic fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_612.jpg
Circle of Friends,2006,722,Maeve Binchy,College attendance,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_613.jpg
"Victoria Line, Central Line",2006,432,Maeve Binchy,London (England),A compelling story that captivates readers from start to finish.,https://example.com/covers/book_614.jpg
Firefly Summer,2006,928,Maeve Binchy,Domestic fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_615.jpg
Airframe,1997,431,Michael Crichton,Adventure stories,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_616.jpg
Midnight's Children,1995,647,Salman Rushdie,Children of the rich,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_617.jpg
Sabbath's Theater,1996,451,Philip Roth,American fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_618.jpg
Civilwarland in Bad Decline,1997,179,George Saunders,Short stories,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_619.jpg
Six Memos for the Next Millennium,1996,128,Italo Calvino,Literature,A gripping tale of suspense and intrigue.,https://example.com/covers/book_620.jpg
Total Recall,1990,224,Piers Anthony,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_621.jpg
London Fields,1999,526,Martin Amis,City and town life,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_622.jpg
"Cry, the Beloved Country",2002,240,Alan Paton,Classical fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_623.jpg
American Pastoral,1998,432,Philip Roth,American literature,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_624.jpg
Deception,1991,208,Philip Roth,Adultery,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_625.jpg
A Farewell to Arms,1994,293,Ernest Hemingway,War,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_626.jpg
Cross Stitch,1992,864,Diana Gabaldon,Historical fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_627.jpg
Ratner's Star,1976,448,Don DeLillo,Life on other planets,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_628.jpg
Things Fall Apart,2000,113,Chinua Achebe,Igbo (African people),An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_629.jpg
C++ Programmer's Notebook,2002,528,James Edward Keogh,Computers,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_630.jpg
Java,2005,1060,Walter J. Savitch,Computers,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_631.jpg
Leadership in Organizations,2006,542,Gary A. Yukl,Business & Economics,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_632.jpg
Organized Crime,2007,496,Michael D. Lyman,Law,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_633.jpg
World Studies: Eastern Hemisphere,2004,892,Heidi Hayes Jacobs,Juvenile Nonfiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_634.jpg
Astronomy,2006,499,Eric Chaisson,Mathematics,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_635.jpg
The African-American Odyssey,2005,464,Darlene Clark Hine,History,A gripping tale of suspense and intrigue.,https://example.com/covers/book_636.jpg
The Visual Arts,2005,936,Hugh Honour,Art,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_637.jpg
Three Genres,2006,476,Stephen Minot,Language Arts & Disciplines,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_638.jpg
Data Structures and Abstractions with Java,2007,998,Frank M. Carrano,Computers,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_639.jpg
